,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,key,mode,liveness,loudness,speechiness,tempo,time_signature,valence
1225,Somebody's Watching Me,Motown: The Complete No. 1's,Rockwell,2008-01-01,237026,0,0.774,0.123,0.626,4.01e-05,1,0,0.125,-6.821,0.0317,124.131,4,0.885
1226,Break My Stride,'80s Pop Hits,Matthew Wilder,2001-08-08,180240,61,0.901,0.2,0.654,0.0,10,1,0.165,-10.15,0.0655,110.131,4,0.781
1227,99 Luftballons,99 Luftballons,Nena,1984-08-21,233000,0,0.466,0.089,0.438,5.62e-06,4,1,0.113,-12.858,0.0608,193.1,4,0.587
1228,I Can Dream About You,Streets Of Fire,Dan Hartman,2011-01-01,249560,65,0.743,0.0515,0.5,0.0,9,1,0.0373,-14.105,0.0513,112.989,4,0.903
1229,The Glamorous Life,The Glamorous Life,Sheila E.,1984,543560,54,0.759,0.0261,0.675,0.0341,3,0,0.431,-14.366,0.0422,127.522,4,0.866
1230,Oh Sherrie,Greatest Hits + Five Unreleased,Steve Perry,1998-12-01,228800,0,0.577,0.312,0.665,8.89e-05,5,1,0.138,-5.572,0.0285,101.807,4,0.305
1231,Stuck On You,Can't Slow Down,Lionel Richie,1983,191493,35,0.514,0.367,0.303,6.24e-05,5,1,0.101,-17.269,0.0301,131.705,4,0.22
1232,I Guess That's Why They Call It The Blues,The Greatest Hits 1970-2002,Elton John,2002-01-01,284200,0,0.645,0.363,0.704,0.000193,0,1,0.213,-7.005,0.0301,120.552,3,0.606
1233,She Bop,She's So Unusual,Cyndi Lauper,1983,229266,0,0.583,0.00088,0.891,0.000163,9,0,0.103,-4.565,0.0345,136.794,4,0.814
1234,Borderline,Celebration (double disc version),Madonna,2009-09-18,238360,58,0.807,0.082,0.764,3.87e-05,2,1,0.115,-5.186,0.0312,119.867,4,0.371
1235,Sunglasses At Night,The Singles,Corey Hart,1992-01-01,320573,62,0.686,0.258,0.609,0.00015,10,0,0.113,-11.469,0.0444,127.736,4,0.719
1236,Eyes Without A Face - Remastered,The Very Best Of Billy Idol: Idolize Yourself,Billy Idol,2008-01-01,298280,50,0.342,0.00666,0.723,0.13,9,1,0.157,-8.0,0.0517,83.433,4,0.59
1237,Here Comes the Rain Again - Remastered Version,Boxed,Eurythmics,2005-11-11,294586,44,0.648,0.0139,0.755,0.000253,0,1,0.225,-7.901,0.03,126.341,4,0.607
1238,Uptown Girl,The Essential Billy Joel,Billy Joel,2001-10-02,194866,65,0.696,0.0736,0.943,0.0,4,1,0.653,-2.962,0.0431,129.003,4,0.833
1239,Sister Christian,80s Power Ballads,Night Ranger,2007-04-01,319546,15,0.249,0.0179,0.476,2.89e-06,4,1,0.942,-10.308,0.0339,174.349,4,0.267
1240,Drive,Heartbeat City,The Cars,1984-03-13,234493,69,0.582,0.124,0.606,0.00139,6,1,0.151,-9.961,0.0289,111.441,5,0.504
1241,Twist Of Fate,Gold,Olivia Newton-John,2005-01-01,220520,0,0.597,0.375,0.822,0.000114,1,0,0.128,-5.602,0.0398,164.384,4,0.697
1242,Union of the Snake,Seven and the Ragged Tiger,Duran Duran,1983-11-21,264133,34,0.705,0.231,0.846,2.1e-05,11,0,0.71,-4.618,0.0466,115.076,4,0.86
1243,The Heart Of Rock And Roll - 1999 - Remaster,Sports,Huey Lewis & The News,1999,303960,0,0.602,0.0129,0.558,0.000185,10,1,0.12,-13.73,0.041,143.511,4,0.877
1244,"Hard Habit to Break - Live in Chicago, IL, 1999",Chicago XXVI: Live in Concert,Chicago,1999-10-12,315786,18,0.553,0.236,0.625,2.21e-06,1,1,0.891,-8.047,0.0277,82.011,4,0.336
1245,The Warrior (feat. Patty Smyth),Warrior,Scandal,1984-08-21,240826,59,0.606,0.089,0.777,0.0,2,1,0.321,-11.034,0.0347,123.077,4,0.859
1246,If Ever You're in My Arms Again,"Bedroom Classics, Vol. 2",Peabo Bryson,2005-03-22,255720,65,0.599,0.667,0.442,0.0,3,0,0.143,-9.755,0.0239,96.213,4,0.415
1247,Automatic - Single Version,Collections,The Pointer Sisters,2004-01-01,241133,25,0.808,0.156,0.611,0.0,5,1,0.49,-9.298,0.0493,110.898,4,0.92
1248,Let The Music Play,Another Gay Movie Soundtrack,Shannon,2006-07-28,214960,0,0.783,0.000454,0.856,0.196,10,0,0.221,-5.302,0.0945,118.093,4,0.847
1249,To All the Girls I've Loved Before,1100 Bel Air Place,Julio Iglesias,1984-08-24,212666,46,0.551,0.521,0.572,1.86e-05,6,1,0.0859,-7.244,0.0328,82.22,4,0.337
1250,Careless Whisper,Ladies And Gentlemen... The Best Of George Michael,George Michael,1998-11-09,300106,83,0.574,0.128,0.629,0.0,2,0,0.271,-8.815,0.0363,153.119,4,0.786
1251,Like a Virgin,Celebration (double disc version),Madonna,2009-09-18,188280,53,0.775,0.365,0.8,0.000216,3,0,0.0976,-3.338,0.036,119.725,3,0.96
1252,Wake Me Up Before You Go-Go,Make It Big,Wham!,1984-10-23,230693,0,0.618,0.186,0.764,0.0,0,1,0.12,-6.027,0.0562,81.366,4,0.876
1253,I Want to Know What Love Is - 2008 Remaster,No End in Sight: The Very Best of Foreigner,Foreigner,2008-07-08,295480,63,0.48,0.17,0.529,4.27e-06,6,1,0.257,-7.825,0.0275,81.527,4,0.469
1254,I Feel for You,Rhino Hi-Five: Chaka Khan,Chaka Khan,2005-09-20,343400,40,0.698,0.0145,0.912,0.0225,11,1,0.279,-8.993,0.0675,124.917,4,0.797
1255,Out of Touch,The Very Best of Daryl Hall / John Oates,Daryl Hall & John Oates,2001-01-23,249573,64,0.806,0.0391,0.649,5.55e-05,9,0,0.0557,-9.004,0.0347,114.834,4,0.897
1256,Money for Nothing,Brothers in Arms,Dire Straits,1985-05-13,506400,65,0.667,0.0491,0.655,0.000894,2,0,0.0641,-9.339,0.0367,134.212,4,0.657
1257,Everybody Wants To Rule The World,Shout: The Very Best Of Tears For Fears,Tears For Fears,2001-01-01,247533,0,0.687,0.38,0.886,0.00646,7,1,0.0702,-8.219,0.0485,112.073,4,0.467
1258,Money for Nothing,Brothers in Arms,Dire Straits,1985-05-13,506400,65,0.667,0.0491,0.655,0.000894,2,0,0.0641,-9.339,0.0367,134.212,4,0.657
1259,Crazy for You,Celebration (double disc version),Madonna,2009-09-18,224320,64,0.662,0.107,0.719,0.0,9,1,0.102,-6.606,0.0298,95.001,4,0.511
1260,Take On Me,Rhino Hi-Five: A-Ha,a-ha,2005-07-19,227146,0,0.42,0.00582,0.955,0.000511,6,0,0.0931,-3.92,0.178,169.209,4,0.534
1261,Everytime You Go Away,Love Songs,Paul Young,2002,321573,34,0.607,0.177,0.643,0.000153,5,1,0.118,-11.493,0.0435,164.256,4,0.715
1262,Easy Lover,'80s Pop Hits,Philip Bailey,2001-08-08,305360,41,0.75,0.0611,0.744,0.00297,1,1,0.0753,-11.533,0.0359,128.91,4,0.945
1263,Can't Fight This Feeling,Wheels Are Turnin',REO Speedwagon,1984-11-05,294773,75,0.408,0.155,0.48,1.82e-05,9,1,0.0877,-11.017,0.0266,156.344,4,0.19
1264,We Built This City,80s Mania,Starship,2008-09-01,363933,0,0.675,0.182,0.803,5.41e-05,5,1,0.0797,-7.248,0.0467,140.096,4,0.761
1265,The Power Of Love,Greatest Hits: Huey Lewis And The News,Huey Lewis & The News,2006-01-01,234333,75,0.768,0.0964,0.829,2.92e-05,5,1,0.097,-5.109,0.0313,118.773,4,0.962
1266,Don't You (Forget About Me),Glittering Prize 81/92,Simple Minds,1992,260933,0,0.669,0.141,0.697,0.0142,2,1,0.328,-10.091,0.0274,111.1,4,0.696
1267,Cherish,20th Century Masters: The Millennium Collection: Best Of Kool & The Gang,Kool & The Gang,2000-01-01,239666,0,0.642,0.35,0.599,0.0,1,1,0.314,-7.57,0.0223,95.188,4,0.435
1268,St. Elmos Fire (Man in Motion),St. Elmo's Fire - Music From The Original Motion Picture Soundtrack,John Parr,1985-01-01,251800,68,0.612,0.15,0.6,3.04e-06,9,1,0.222,-10.945,0.0327,111.203,4,0.471
1269,"The Heat Is On - From ""Beverly Hills Cop"" Soundtrack",Solo Collection,Glenn Frey,1995-01-01,225506,44,0.649,0.11,0.857,1.21e-05,7,1,0.0871,-7.015,0.044,149.583,4,0.962
1270,We Are The World,Kids For Peace,The Hit Crew,2007-08-07,266680,10,0.481,0.776,0.365,2.71e-06,4,1,0.218,-10.431,0.0406,72.571,4,0.276
1271,Shout,Shout: The Very Best Of Tears For Fears,Tears For Fears,2001-01-01,391800,0,0.537,0.268,0.978,6.27e-05,0,1,0.164,-6.012,0.0475,97.948,4,0.483
1272,Part-Time Lover,At The Close Of A Century,Stevie Wonder,1999-11-23,252600,0,0.674,0.173,0.805,0.0,10,0,0.134,-7.172,0.0553,174.473,4,0.95
1273,Saving All My Love for You,Whitney Houston,Whitney Houston,1985-02-14,238466,68,0.636,0.593,0.264,4.22e-05,6,0,0.275,-14.567,0.0263,99.304,3,0.264
1274,Heaven,Reckless,Bryan Adams,1984-11-01,243666,0,0.34,0.0596,0.412,0.0,9,0,0.117,-13.727,0.0268,69.857,4,0.402
1275,Cool It Now - Single Version,The Best Of New Edition 20th Century Masters The Millennium Collection,New Edition,2005-01-01,249600,0,0.852,0.216,0.773,0.00201,10,0,0.0948,-6.474,0.0557,116.438,4,0.86
1276,Miami Vice Theme,Escape From Television,Jan Hammer,1987-01-01,147600,0,0.579,0.565,0.91,0.936,2,1,0.332,-9.812,0.0383,115.459,4,0.875
1277,Loverboy,Greatest Hits,Billy Ocean,1984,249973,0,0.738,0.0709,0.64,9.25e-06,6,0,0.0611,-11.669,0.0377,107.902,4,0.729
1278,Lovergirl,R&B: From Doo-Wop To Hip-Hop,Teena Marie,1999-10-08,259560,49,0.73,0.0469,0.756,0.00333,9,0,0.235,-7.509,0.0492,123.604,4,0.827
1279,You Belong To The City,Solo Collection,Glenn Frey,1995-01-01,351906,40,0.718,0.0935,0.61,0.000759,4,0,0.073,-7.517,0.0298,109.25,4,0.517
1280,Oh Sheila,Ready For The World,Ready For The World,1985-01-01,240093,56,0.798,0.0234,0.577,0.00112,0,1,0.0728,-10.347,0.0777,128.82,4,0.835
1281,Rhythm Of The Night,20th Century Masters - The Millennium Collection: The Best of DeBarge,DeBarge,2010-01-01,229666,0,0.686,0.155,0.829,8.03e-05,11,0,0.0674,-9.597,0.0412,116.431,4,0.968
1282,One More Night,No Jacket Required,Phil Collins,1985-04-17,292120,0,0.614,0.589,0.366,5.8e-05,3,1,0.089,-10.925,0.0325,136.388,4,0.304
1283,Sea of Love - 2006 Remaster,"The Honeydrippers, Vol. 1 (Expanded)",The Honeydrippers,1984,183880,54,0.422,0.111,0.411,0.00113,7,1,0.324,-9.004,0.0257,82.737,4,0.393
1284,A View to a Kill,The Best of Bond...James Bond,Duran Duran,2008,215493,0,0.705,0.00634,0.789,1.02e-06,1,1,0.0475,-4.65,0.0532,125.415,4,0.704
1285,The Wild Boys,Greatest,Duran Duran,1998,257600,22,0.741,0.407,0.838,0.0,11,0,0.138,-7.622,0.0637,115.689,4,0.586
1286,You're The Inspiration,20 Mejores Melodias Encadenadas Vol.5,Chicago,2006-01-01,229746,0,0.607,0.37,0.531,0.0,11,1,0.0879,-9.003,0.0291,73.856,4,0.357
1287,Neutron Dance,Collections,The Pointer Sisters,2004-01-01,253226,34,0.76,0.0121,0.781,0.000413,9,1,0.224,-7.879,0.0444,104.775,4,0.882
1288,We Belong,Tropico,Pat Benatar,1984,221133,69,0.706,0.528,0.322,2.37e-06,5,1,0.576,-14.108,0.0467,135.154,4,0.305
1289,Nightshift,Nightshift,Commodores,1985-01-01,306560,66,0.727,0.62,0.559,0.0114,8,1,0.0629,-10.194,0.0392,105.06,4,0.393
1290,Things Can Only Get Better,Best Of,Howard Jones,1993,235826,0,0.752,0.0314,0.743,0.000117,7,1,0.128,-6.083,0.0331,108.254,4,0.832
1291,Freeway of Love,Greatest Hits 1980-94,Aretha Franklin,1994-02-22,353760,0,0.685,0.291,0.783,3.68e-06,2,1,0.0231,-11.472,0.0515,126.155,4,0.88
1292,Never Surrender,The Singles,Corey Hart,1992-01-01,296266,41,0.551,0.533,0.512,0.0,2,1,0.156,-12.123,0.033,104.135,4,0.394
1293,Sussudio,No Jacket Required,Phil Collins,1985-04-17,264946,0,0.736,0.0154,0.838,0.0608,0,1,0.0454,-6.932,0.0725,121.242,4,0.79
1294,Strut,Greatest Hits,Sheena Easton,1995-04-01,240960,36,0.91,0.295,0.751,0.00214,1,1,0.141,-11.29,0.039,114.659,4,0.975
1295,You Give Good Love,Whitney Houston,Whitney Houston,1985-02-14,277240,55,0.559,0.686,0.365,0.0,5,1,0.0771,-13.654,0.0332,74.802,4,0.534
1296,The Search Is Over,The Best Of Survivor,Survivor,2006,253186,35,0.514,0.549,0.38,0.0,3,1,0.0836,-10.618,0.0311,124.053,4,0.175
1297,Missing You,Greatest Hits - The RCA Years,Diana Ross,1997-03-24,243666,0,0.53,0.469,0.243,0.000143,4,0,0.0511,-16.039,0.0528,173.135,4,0.207
1298,Separate Lives (Love Theme From White Nights),...Hits,Phil Collins,1998-09-25,246533,0,0.327,0.246,0.283,3.93e-06,4,1,0.172,-9.855,0.0313,96.153,4,0.202
1299,Raspberry Beret,The Very Best of Prince,Prince,2001-07-30,215173,39,0.761,0.21,0.67,0.000426,2,1,0.0684,-12.759,0.0438,120.75,4,0.91
1300,"That's What Friends Are For (with Elton John, Gladys Knight & Stevie Wonder)",Greatest Hits 1979-1990,Dionne Warwick,1989-10-31,256466,58,0.673,0.294,0.286,0.0,8,1,0.086,-14.643,0.0313,120.117,4,0.199
1301,"Say You, Say Me",The Best Of Lionel Richie 20th Century Masters The Millennium Collection,Lionel Richie,2003-01-01,241693,45,0.625,0.324,0.497,0.0,8,1,0.0542,-8.005,0.0281,128.084,4,0.241
1302,I Miss You,"'80s & '90s Love - Power Ballads, Slow Jams & Love Songs",Klymaxx,2010-11-01,337380,31,0.706,0.102,0.339,0.000367,5,1,0.222,-11.237,0.0314,139.418,4,0.322
1303,On My Own,20th Century Masters: The Millennium Collection: Best Of Patti LaBelle,Patti LaBelle,1999-01-01,291626,0,0.612,0.207,0.471,0.000101,7,0,0.22,-11.091,0.0259,92.077,4,0.486
1304,Broken Wings,Welcome To The Real World,Mr. Mister,1985-06-01,345840,1,0.286,0.115,0.473,4.23e-05,1,0,0.071,-15.646,0.0388,99.233,4,0.449
1305,How Will I Know,Whitney Houston,Whitney Houston,1985-02-14,275533,73,0.832,0.201,0.544,0.000139,6,1,0.632,-12.697,0.0442,119.49,4,0.928
1306,Party All the Time,How Could It Be,Eddie Murphy,1985-02-05,253293,60,0.699,0.00979,0.692,0.000326,11,1,0.0427,-13.045,0.0456,135.03,4,0.677
1307,"Burning Heart - From ""Rocky IV"" Soundtrack",Rocky IV,Survivor,1985,230720,67,0.651,0.221,0.665,7.91e-06,9,0,0.0403,-7.43,0.0269,97.996,4,0.647
1308,Kyrie - Single Version,The Best of Mr. Mister,Mr. Mister,2001-04-17,256959,61,0.489,0.287,0.676,0.0,0,1,0.389,-8.769,0.0368,89.749,4,0.622
1309,Addicted To Love - Edit,Radio Waves Of The 80's - Pop Hits,Robert Palmer,2003-01-01,244133,0,0.658,0.413,0.735,1.2e-06,2,1,0.0329,-8.387,0.0337,111.46,4,0.97
1310,Greatest Love of All,Whitney Houston,Whitney Houston,1985-02-14,291400,70,0.502,0.484,0.305,3.55e-06,9,1,0.117,-16.011,0.0339,131.242,4,0.248
1311,Secret Lovers,The Best Of Atlantic Starr,Atlantic Starr,1986-01-01,330093,40,0.541,0.598,0.356,1.27e-06,0,1,0.245,-16.094,0.0418,79.995,4,0.5
1312,Friends And Lovers (feat. Gloria Loring),Carl Anderson,Carl Anderson,1982,226560,39,0.39,0.766,0.313,0.0,2,1,0.138,-9.928,0.0312,80.521,4,0.157
1313,Glory of Love,Solitude / Solitaire,Peter Cetera,1986,258333,75,0.52,0.0805,0.61,2.95e-06,5,1,0.276,-7.935,0.0282,144.983,4,0.329
1314,West End Girls - 2001 Remaster,PopArt: The Hits,Pet Shop Boys,2003,245360,34,0.648,0.0114,0.947,0.0567,4,0,0.105,-6.617,0.0369,113.255,4,0.602
1315,There'll Be Sad Songs (To Make You Cry),Let's Get Back Together - The Love Songs Of Billy Ocean,Billy Ocean,2003-01-01,291493,30,0.564,0.722,0.302,0.0,0,1,0.264,-14.393,0.0299,79.838,4,0.255
1316,Alive And Kicking - 2002 Digital Remaster,Once Upon A Time,Simple Minds,1985-10-21,326120,0,0.588,0.0942,0.879,0.000104,0,1,0.2,-5.972,0.0356,103.208,4,0.552
1317,Never,Heart,Heart,1985-07-06,246400,0,0.612,0.467,0.593,0.0,10,0,0.312,-12.187,0.0286,96.27,4,0.693
1318,Kiss,The Very Best of Prince,Prince,2001-07-30,226240,44,0.898,0.0132,0.271,0.00135,7,1,0.0461,-12.233,0.091,111.484,4,0.742
1319,Higher Love - Full Album Version,Back In The High Life,Steve Winwood,1986-01-01,351506,0,0.702,0.0561,0.779,0.0905,5,1,0.303,-12.267,0.0412,98.7,4,0.949
1320,Stuck With You,Fore!,Huey Lewis & The News,1986-01-01,269573,67,0.704,0.0873,0.544,1.66e-05,4,0,0.041,-11.402,0.026,120.717,4,0.628
1321,Holding Back The Years,Simply Red 25 The Greatest Hits,Simply Red,2009-02-03,251586,0,0.696,0.654,0.514,4.31e-06,10,0,0.318,-7.899,0.0252,87.159,4,0.682
1322,Sara,Best of Starship,Starship,2010-06-22,285942,39,0.63,0.229,0.611,3.97e-06,10,1,0.105,-10.298,0.0348,103.043,4,0.275
1323,Human,Crash,The Human League,1986,265320,48,0.625,0.049,0.572,0.00151,8,1,0.0939,-9.095,0.0251,101.355,4,0.36
1324,I Can't Wait,Son Of Rambow (Music From The Motion Picture),Nu Shooz,2007,220386,0,0.774,0.227,0.787,0.00234,7,0,0.124,-6.109,0.0555,103.69,4,0.956
1325,Take My Breath Away,Take My Breath Away,Berlin,2007-01-01,264213,66,0.578,0.448,0.477,0.00031,1,1,0.124,-8.119,0.0228,95.892,4,0.511
1326,Rock Me Amadeus,Falco III,Falco,1985,203173,0,0.62,0.409,0.778,0.00258,4,0,0.0903,-11.061,0.121,176.667,4,0.912
1327,Papa Don't Preach,Celebration (double disc version),Madonna,2009-09-18,269573,49,0.796,0.553,0.908,0.0,5,0,0.04,-3.523,0.0326,121.976,4,0.962
1328,You Give Love A Bad Name,Bon Jovi Greatest Hits,Bon Jovi,2010-01-01,223146,0,0.533,0.0353,0.963,1.33e-06,0,0,0.368,-2.528,0.0562,122.812,4,0.789
1329,"When the Going Gets Tough, the Tough Get Going",Greatest Hits,Billy Ocean,1984,248866,0,0.769,0.515,0.618,1.69e-06,4,1,0.29,-10.472,0.0492,121.98,4,0.96
1330,When I Think Of You,Best Of Number Ones,Janet Jackson,2010-01-01,235453,0,0.744,0.0286,0.82,0.0215,4,0,0.086,-6.039,0.04,116.163,4,0.624
1331,These Dreams,Heart,Heart,1985-07-06,254960,0,0.538,0.518,0.379,7.11e-06,11,1,0.108,-14.122,0.0315,79.034,4,0.333
1332,Don't Forget Me (When I'm Gone),Love To Love,Glass Tiger,2010-01-22,245920,0,0.591,0.113,0.659,0.00037,9,1,0.344,-10.004,0.0277,109.823,4,0.721
1333,Live to Tell,Celebration (double disc version),Madonna,2009-09-18,351066,44,0.64,0.259,0.535,0.000306,2,0,0.132,-6.556,0.0264,110.053,4,0.248
1334,Mad About You,Her Greatest Hits,Belinda Carlisle,1992-01-01,216826,27,0.592,0.00439,0.526,0.000157,9,1,0.0614,-13.548,0.0339,143.851,4,0.485
1335,"Something About You - 7"" Version",Level Best,Level 42,1989-01-01,223440,65,0.707,0.0319,0.568,0.0298,6,0,0.055,-13.52,0.0291,105.326,4,0.877
1336,Venus,The Very Best of Bananarama,Bananarama,2001-10-29,229164,0,0.722,0.0883,0.961,0.61,9,1,0.278,-4.812,0.0514,126.113,4,0.91
1337,Dancing On The Ceiling,Dancing On The Ceiling (Expanded Edition),Lionel Richie,1986,270720,72,0.698,0.12,0.774,2.26e-06,0,1,0.394,-8.642,0.048,133.197,4,0.731
1338,Conga!,Primitive Love,Miami Sound Machine,1985-08-13,254000,67,0.789,0.168,0.656,0.0409,2,1,0.0311,-14.825,0.0474,122.237,4,0.865
1339,True Colors,True Colors,Cyndi Lauper,1986-10-14,227600,72,0.397,0.701,0.207,3.07e-05,0,1,0.116,-13.155,0.0331,171.282,4,0.268
1340,Danger Zone,Top Gun/ Footloose/ Sleepless in Seattle (3 Pak Cube),Kenny Loggins,1993,216133,0,0.554,0.192,0.877,0.0,3,0,0.132,-7.655,0.0382,157.087,4,0.732
1341,What Have You Done For Me Lately,Number Ones,Janet Jackson,2009-01-01,283133,0,0.823,0.00449,0.694,0.0028,11,1,0.316,-4.142,0.0509,114.494,4,0.74
1342,No One Is To Blame,80s Mania,Howard Jones,2008-09-01,216573,0,0.777,0.518,0.414,0.000243,9,1,0.168,-9.522,0.0266,95.088,4,0.671
1343,Let's Go All The Way,Guilty Pleasures,Sly Fox,2010-08-24,307653,41,0.632,0.0212,0.718,0.000278,5,1,0.321,-9.697,0.0389,98.279,4,0.743
1344,I Didn't Mean To Turn You On,Best Of Both Worlds: The Robert Palmer Anthology (1974-2001),Robert Palmer,2002-01-01,217466,0,0.696,0.121,0.634,0.654,5,0,0.297,-11.172,0.0498,120.689,4,0.967
1345,Words Get In the Way,Primitive Love,Miami Sound Machine,1985-08-13,205533,49,0.674,0.293,0.31,1.64e-05,5,1,0.108,-17.352,0.0329,155.656,4,0.56
1346,Manic Monday,Different Light,The Bangles,1986-03-18,184173,53,0.685,0.335,0.571,2.38e-06,2,1,0.214,-11.623,0.0299,121.737,4,0.869
1347,Walk of Life,Sultans of Swing - the Very Best of Dire Straits,Dire Straits,1998-11-10,252506,37,0.459,0.404,0.916,0.000395,4,1,0.0975,-8.524,0.101,172.384,4,0.81
1348,Amanda,Third Stage,Boston,1986-01-01,256200,66,0.449,0.32,0.424,1.69e-06,7,1,0.107,-14.06,0.0323,125.494,4,0.259
1349,Two of Hearts,Better Than Heaven,Stacey Q,1986-08-18,237533,61,0.852,0.0833,0.523,0.0,5,0,0.106,-6.716,0.032,130.154,4,0.65
1350,Walk Like an Egyptian,The Essential Bangles,The Bangles,2004,204706,65,0.724,0.00344,0.891,4.72e-05,11,1,0.3,-7.818,0.0995,103.022,4,0.818
1351,Alone,Bad Animals,Heart,1987-06-06,218733,76,0.418,0.638,0.452,0.00026,1,1,0.0959,-13.099,0.0356,175.088,4,0.168
1352,Shake You Down - Single Version,'80s Pop Hits,Gregory Abbott,2001-08-08,245973,35,0.787,0.502,0.425,0.0,11,0,0.195,-12.178,0.0278,94.944,4,0.819
1353,I Wanna Dance with Somebody (Who Loves Me),Whitney,Whitney Houston,1987-06-02,291293,0,0.709,0.207,0.824,0.000307,1,1,0.0888,-8.824,0.0453,118.814,4,0.867
1354,Nothing's Gonna Stop Us Now,No Protection,Starship,1987,270333,0,0.643,0.0298,0.801,0.0,6,1,0.0719,-4.921,0.0228,95.988,4,0.534
1355,C'est La Vie,The Best Of Robbie Neville,Robbie Nevil,1998,271666,37,0.729,0.533,0.798,0.00032,7,1,0.725,-12.868,0.0552,102.108,4,0.565
1356,Here I Go Again,Saints & Sinners,Whitesnake,1982-11-20,308800,61,0.213,0.369,0.634,0.00199,4,0,0.359,-12.967,0.0596,174.443,4,0.354
1357,The Way It Is,The Way It Is,Bruce Hornsby,1986-06-02,297853,72,0.582,0.607,0.689,0.0571,7,1,0.145,-12.203,0.0277,111.166,4,0.531
1358,Livin' On A Prayer,Bon Jovi Greatest Hits,Bon Jovi,2010-01-01,250626,0,0.52,0.0665,0.887,0.000179,0,1,0.186,-3.296,0.0349,122.528,4,0.793
1359,La Bamba,La Bamba / Charlena,Los Lobos,1987-06-20,174186,68,0.506,0.144,0.764,0.00025,0,1,0.247,-12.239,0.046,156.336,4,0.868
1360,Everybody Have Fun Tonight,Radio Waves Of The 80's - Pop Hits,Wang Chung,2003-01-01,284906,0,0.749,0.0803,0.791,2.68e-05,9,1,0.0378,-5.939,0.0371,128.822,4,0.663
1361,Don't Dream It's Over,Crowded House,Crowded House,1986,236933,0,0.439,0.0148,0.422,4.84e-05,8,1,0.0697,-17.227,0.0409,81.833,4,0.551
1362,Always,Rhino Hi-Five: Atlantic Starr,Atlantic Starr,2005-04-19,288493,45,0.606,0.403,0.532,0.000904,7,1,0.356,-6.759,0.0256,130.945,4,0.327
1363,With Or Without You,The Joshua Tree,U2,1987-03-10,296160,0,0.532,0.000226,0.353,0.198,2,1,0.123,-14.672,0.0309,109.888,4,0.111
1364,Looking For A New Love - Radio Edit,20th Century Masters: The Millennium Collection: Best Of Jody Watley,Jody Watley,2000-01-01,242400,47,0.905,0.149,0.604,9.24e-05,4,0,0.0523,-7.433,0.0413,109.196,4,0.899
1365,Head To Toe,"'80s & '90s Love - Power Ballads, Slow Jams & Love Songs",Lisa Lisa & Cult Jam,2010-11-01,302158,17,0.526,0.0207,0.653,6.36e-06,2,1,0.571,-4.897,0.139,151.796,5,0.848
1366,I Think We're Alone Now,I Love The '80s,Tiffany,2008-01-01,226520,55,0.646,3.76e-05,0.892,0.00665,2,1,0.0915,-5.406,0.041,130.297,4,0.7
1367,Mony Mony,The Very Best Of Billy Idol: Idolize Yourself,Billy Idol,2008-01-01,300213,61,0.701,0.004,0.758,0.0,1,1,0.13,-5.568,0.0405,135.188,4,0.344
1368,At This Moment,The Best of Billy Vera and the Beaters,Billy Vera & The Beaters,2002,234507,39,0.578,0.864,0.286,2.68e-05,6,1,0.168,-7.371,0.0421,80.975,3,0.16
1369,The Lady In Red,The Best Of Chris de Burgh 20th Century Masters The Millennium Collection,Chris de Burgh,2004-01-01,257506,0,0.544,0.457,0.504,1.99e-05,10,1,0.0364,-8.702,0.0298,154.016,4,0.487
1370,Didn't We Almost Have It All,Whitney The Greatest Hits,Whitney Houston,2000-05-16,274666,0,0.55,0.377,0.62,0.0007,10,1,0.157,-5.349,0.0262,131.182,4,0.286
1371,I Still Haven't Found What I'm Looking For,The Joshua Tree,U2,1987-03-10,277493,0,0.561,0.0205,0.63,0.00133,1,1,0.0695,-12.924,0.0395,100.646,4,0.682
